name	description
VFG1625	VFG1625 xis - excisionase of Shigella flexneri bacteriophage X [Escherichia coli 536]
VFG1626	VFG1626 y1094 - IS100 transposase; transposase ORFA [Escherichia coli 536]
VFG1627	VFG1627 y1093 - IS100 transposase; transposase ORFA [Escherichia coli 536]
VFG1628	VFG1628 orf5 - hypothetical protein [Escherichia coli 536]
VFG1629	VFG1629 orf6 - hypothetical protein [Escherichia coli 536]
VFG1630	VFG1630 orf7 - hypothetical protein [Escherichia coli 536]
VFG1631	VFG1631 insF - transposase of insertion element IS3 [Escherichia coli 536]
VFG1632	VFG1632 yis1_SHISO - hypothetical protein of insertion element IS1 [Escherichia coli 536]
VFG1633	VFG1633 mchF - microcin transport protein MchF [Escherichia coli 536]
VFG1634	VFG1634 orf11 - hypothetical protein [Escherichia coli 536]
VFG1635	VFG1635 orf12 - hypothetical protein [Escherichia coli 536]
VFG1636	VFG1636 orf13 - hypothetical protein [Escherichia coli 536]
VFG1637	VFG1637 z1193 - hypothetical protein [Escherichia coli 536]
VFG1638	VFG1638 z1194 - hypothetical protein [Escherichia coli 536]
VFG1639	VFG1639 z1195 - hypothetical protein [Escherichia coli 536]
VFG1640	VFG1640 sfaC - SfaC protein [Escherichia coli 536]
VFG1641	VFG1641 sfaB - SfaB protein [Escherichia coli 536]
VFG1642	VFG1642 sfaA - SfaA protein, major fimbrial subunit [Escherichia coli 536]
VFG1643	VFG1643 sfaD - SfaD protein [Escherichia coli 536]
VFG1644	VFG1644 sfaE - SfaE protein [Escherichia coli 536]
VFG1645	VFG1645 sfaF - SfaF protein [Escherichia coli 536]
VFG1646	VFG1646 sfaG - SfaG protein [Escherichia coli 536]
VFG1647	VFG1647 sfaS - SfaS protein [Escherichia coli 536]
VFG1648	VFG1648 sfaH - SfaH protein [Escherichia coli 536]
VFG1649	VFG1649 sfaX - SfaX protein [Escherichia coli 536]
VFG1650	VFG1650 iroN - IroN protein [Escherichia coli 536]
VFG1651	VFG1651 iroE - IroE protein [Escherichia coli 536]
VFG1652	VFG1652 iroD - IroD protein [Escherichia coli 536]
VFG1653	VFG1653 iroC - ABC transport protein [Escherichia coli 536]
VFG1654	VFG1654 iroB - IroB protein [Escherichia coli 536]
VFG1655	VFG1655 insG - transposase InsG of insertion element IS4 [Escherichia coli 536]
VFG1656	VFG1656 orf33 - hypothetical protein [Escherichia coli 536]
VFG1657	VFG1657 orf34 - putative transposase [Escherichia coli 536]
VFG1658	VFG1658 orf35 - hypothetical protein [Escherichia coli 536]
VFG1659	VFG1659 orf36 - putative hemin receptor [Escherichia coli 536]
VFG1660	VFG1660 orf37 - hypothetical protein [Escherichia coli 536]
VFG1661	VFG1661 orf38 - hypothetical protein [Escherichia coli 536]
VFG1662	VFG1662 y1094 - transposase Orf A, insertion element IS100 [Escherichia coli 536]
VFG1663	VFG1663 y1093 - transposase Orf B, insertion element IS100 [Escherichia coli 536]
VFG1664	VFG1664 pB171ORF51 - ORF51 protein of pB171 [Escherichia coli 536]
VFG1665	VFG1665 pB171ORF50 - ORF50 protein of pB171 [Escherichia coli 536]
VFG1666	VFG1666 orf43 - hypothetical protein [Escherichia coli 536]
VFG1667	VFG1667 orf44 - hypothetical protein [Escherichia coli 536]
VFG1668	VFG1668 orf45 - putative lysil-tRNA synthetase LysU [Escherichia coli 536]
VFG1669	VFG1669 orf46 - hypothetical protein [Escherichia coli 536]
VFG1670	VFG1670 orf47 - putative cadaverin decarboxylase [Escherichia coli 536]
VFG1671	VFG1671 orf48 - putative lysin/cadaverin transporter [Escherichia coli 536]
VFG1672	VFG1672 orf49 - hypothetical protein [Escherichia coli 536]
VFG1673	VFG1673 orf50 - hypothetical protein [Escherichia coli 536]
VFG1674	VFG1674 orf51 - hypothetical protein [Escherichia coli 536]
VFG1675	VFG1675 orf52 - hypothetical protein [Escherichia coli 536]
VFG1676	VFG1676 orf53 - hypothetical protein [Escherichia coli 536]
VFG1677	VFG1677 orf54 - hypothetical protein [Escherichia coli 536]
VFG1678	VFG1678 orf55 - hypothetical protein [Escherichia coli 536]
VFG1679	VFG1679 orf56 - hypothetical protein [Escherichia coli 536]
VFG1680	VFG1680 orf57 - hypothetical protein [Escherichia coli 536]
VFG1681	VFG1681 orf58 - hypothetical protein [Escherichia coli 536]
VFG1682	VFG1682 orf59 - hypothetical protein [Escherichia coli 536]
VFG1683	VFG1683 orf60 - hypothetical protein [Escherichia coli 536]
VFG1684	VFG1684 orf61 - hypothetical protein [Escherichia coli 536]
VFG1685	VFG1685 orf62 - hypothetical protein [Escherichia coli 536]
VFG1686	VFG1686 orf63 - putative phage integrase [Escherichia coli 536]
VFG1687	VFG1687 orf64 - hypothetical protein [Escherichia coli 536]
VFG1688	VFG1688 orf65 - putative MarR-family transcriptional regulator [Escherichia coli 536]
VFG1689	VFG1689 orf66 - putative hemoglobin protease [Escherichia coli 536]
VFG1690	VFG1690 orf67 - truncated InsA protein [Escherichia coli 536]
VFG1691	VFG1691 orf68 - truncated InsB protein [Escherichia coli 536]
VFG1693	VFG1693 int - Prophage P4 integrase [Escherichia coli CFT073]
VFG1694	VFG1694 c3557 - ShiA homolog [Escherichia coli CFT073]
VFG1695	VFG1695 c3558 - Hypothetical protein [Escherichia coli CFT073]
VFG1696	VFG1696 c3559 - Hypothetical protein [Escherichia coli CFT073]
VFG1697	VFG1697 c3560 - Unknown protein encoded by ISEc8 within prophage [Escherichia coli CFT073]
VFG1698	VFG1698 c3561 - Unknown protein encoded by ISEc8 [Escherichia coli CFT073]
VFG1699	VFG1699 c3562 - Hypothetical protein [Escherichia coli CFT073]
VFG1700	VFG1700 c3563 - Unknown protein encoded by ISEc8 within prophage [Escherichia coli CFT073]
VFG1701	VFG1701 c3564 - Hypothetical protein [Escherichia coli CFT073]
VFG1702	VFG1702 c3565 - Putative response regulator [Escherichia coli CFT073]
VFG1703	VFG1703 c3566 - Hypothetical protein [Escherichia coli CFT073]
VFG1704	VFG1704 c3567 - Hypothetical protein [Escherichia coli CFT073]
VFG1705	VFG1705 c3568 - Hypothetical protein [Escherichia coli CFT073]
VFG1706	VFG1706 c3575 - Transposase insF for insertion sequence IS3A/B/C/D/E/fA [Escherichia coli CFT073]
VFG1707	VFG1707 c3576 - Unknown in IS [Escherichia coli CFT073]
VFG1708	VFG1708 c3577 - Unknown protein encoded by ISEc8 within prophage [Escherichia coli CFT073]
VFG1709	VFG1709 c3578 - Unknown protein encoded by ISEc8 within prophage [Escherichia coli CFT073]
VFG1710	VFG1710 c3579 - Hypothetical protein [Escherichia coli CFT073]
VFG1712	VFG1712 c3581 - Hypothetical protein [Escherichia coli CFT073]
VFG1713	VFG1713 papX - PapX protein [Escherichia coli CFT073]
VFG1714	VFG1714 c3587 - Hypothetical protein [Escherichia coli CFT073]
VFG1715	VFG1715 c3594 - Putative Transposase [Escherichia coli CFT073]
VFG1716	VFG1716 c3595 - Transposase [Escherichia coli CFT073]
VFG1717	VFG1717 c3596 - Hypothetical protein in IS [Escherichia coli CFT073]
VFG1718	VFG1718 c3597 - Transposase [Escherichia coli CFT073]
VFG1719	VFG1719 c3598 - Hypothetical protein [Escherichia coli CFT073]
VFG1720	VFG1720 c3599 - Hypothetical protein [Escherichia coli CFT073]
VFG1721	VFG1721 c3600 - Hypothetical protein [Escherichia coli CFT073]
VFG1722	VFG1722 c3601 - Hypothetical protein [Escherichia coli CFT073]
VFG1723	VFG1723 c3602 - Hypothetical protein [Escherichia coli CFT073]
VFG1724	VFG1724 c3603 - Hypothetical protein [Escherichia coli CFT073]
VFG1725	VFG1725 c3604 - Hypothetical protein [Escherichia coli CFT073]
VFG1726	VFG1726 c3605 - Hypothetical protein [Escherichia coli CFT073]
VFG1727	VFG1727 c3606 - Hypothetical protein [Escherichia coli CFT073]
VFG1728	VFG1728 c3607 - Hypothetical protein [Escherichia coli CFT073]
VFG1729	VFG1729 c3608 - Hypothetical protein [Escherichia coli CFT073]
VFG1730	VFG1730 c3609 - Hypothetical protein [Escherichia coli CFT073]
VFG1731	VFG1731 c3610 - Putative receptor [Escherichia coli CFT073]
VFG1732	VFG1732 c3611 - Transposase insD for insertion element IS2A/D/F/H/I/K [Escherichia coli CFT073]
VFG1733	VFG1733 c3612 - Transposase insC for insertion element IS2A/D/F/H/I/K [Escherichia coli CFT073]
VFG1734	VFG1734 c3613 - Hypothetical protein [Escherichia coli CFT073]
VFG1735	VFG1735 c3614 - Hypothetical protein [Escherichia coli CFT073]
VFG1736	VFG1736 c3615 - Unknown in ISEc8 [Escherichia coli CFT073]
VFG1737	VFG1737 c3616 - Unknown in ISEc8 [Escherichia coli CFT073]
VFG1738	VFG1738 c3617 - Unknown in putative ISEc8 [Escherichia coli CFT073]
VFG1739	VFG1739 c3618 - Hypothetical protein [Escherichia coli CFT073]
VFG1741	VFG1741 c3622 - Hypothetical protein [Escherichia coli CFT073]
VFG2037	VFG2037 eltA - heat-labile enterotoxin A prepeptide (from human) [Escherichia coli] (VF0210)
VFG2038	VFG2038 eltB - enterotoxin subunit B (from human) [Escherichia coli] (VF0210)
VFG2039	VFG2039 sta - heat stable enterotoxin I [Escherichia coli] (VF0211)
VFG2121	VFG2121 nleA - NleA encoded by cryptic prophage CP-933P [Escherichia coli O157:H7 EDL933] (VF0338)
VFG2122	VFG2122 nleC - NleC encoded by prophage CP-933K [Escherichia coli O157:H7 EDL933] (VF0340)
VFG2123	VFG2123 nleD - NleD encoded by prophage CP-933K [Escherichia coli O157:H7 EDL933] (VF0343)
VFG2413	VFG2413 ecpR - putative regulator [Escherichia coli O157:H7 EDL933] (VF0404)
VFG2414	VFG2414 ecpA - hypothetical protein [Escherichia coli O157:H7 EDL933] (VF0404)
VFG2412	VFG2412 ecpB - hypothetical protein [Escherichia coli O157:H7 EDL933] (VF0404)
VFG2415	VFG2415 ecpC - putative enzyme [Escherichia coli O157:H7 EDL933] (VF0404)
VFG2416	VFG2416 ecpD - putative receptor [Escherichia coli O157:H7 EDL933] (VF0404)
VFG2417	VFG2417 ecpE - hypothetical protein [Escherichia coli O157:H7 EDL933] (VF0404)
VFG0326	VFG0326 lic1A - lic-1 operon protein (licA) [Haemophilus influenzae Rd] (VF0044)
VFG0327	VFG0327 lic1B - lic-1 operon protein (licB) [Haemophilus influenzae Rd] (VF0044)
VFG0328	VFG0328 lic1C - lic-1 operon protein (licC) [Haemophilus influenzae Rd] (VF0044)
VFG0329	VFG0329 lic1D - lic-1 operon protein (licD) [Haemophilus influenzae Rd] (VF0044)
VFG0330	VFG0330 kdtA - 3-deoxy-d-manno-octulosonic-acid transferase [Haemophilus influenzae Rd] (VF0044)
VFG0331	VFG0331 rfaE - ADP-heptose synthase [Haemophilus influenzae Rd] (VF0044)
VFG0332	VFG0332 rfaD - ADP-L-glycero-D-mannoheptose-6-epimerase [Haemophilus influenzae Rd] (VF0044)
VFG0333	VFG0333 lic2A - lipooligosaccharide biosynthesis protein [Haemophilus influenzae Rd] (VF0044)
VFG0334	VFG0334 oapA - opacity associated protein (oapA) [Haemophilus influenzae Rd] (VF0040)
VFG0335	VFG0335 ompA - outer membrane protein P5 (ompA) [Haemophilus influenzae Rd] (VF0041)
VFG0336	VFG0336 ompP2 - outer membrane protein P2 (ompP2) [Haemophilus influenzae Rd] (VF0042)
VFG0337	VFG0337 iga - immunoglobin A1 protease [Haemophilus influenzae Rd] (VF0045)
VFG0338	VFG0338 tbpA - transferrin-binding protein 1 precursor [Haemophilus influenzae Rd] (VF0267)
VFG0339	VFG0339 tbpB - transferrin-binding protein 2 precursor [Haemophilus influenzae Rd] (VF0267)
VFG0340	VFG0340 hxuA - heme-hemopexin utilization protein A [Haemophilus influenzae Rd] (VF0269)
VFG0341	VFG0341 hxuB - heme-hemopexin utilization protein B [Haemophilus influenzae Rd] (VF0269)
VFG0342	VFG0342 hitA - iron(III) ABC transporter, periplasmic-binding protein [Haemophilus influenzae Rd] (VF0268)
VFG0343	VFG0343 hitB - iron(III) ABC transporter, permease protein [Haemophilus influenzae Rd] (VF0268)
VFG0344	VFG0344 hitC - iron(III) ABC transporter, ATP-binding protein [Haemophilus influenzae Rd] (VF0268)
VFG0347	VFG0347 hgpA - hemoglobin-binding protein [Haemophilus influenzae Rd] (VF0270)
VFG0348	VFG0348 hxuC - heme-hemopexin utilization protein C [Haemophilus influenzae Rd] (VF0269)
VFG0683	VFG0683 IS1016-V5 - Unknown [Haemophilus influenzae 1007] (VF0043)
VFG0684	VFG0684 IS1016-bexA deletion - Unknown [Haemophilus influenzae 1007] (VF0043)
VFG0685	VFG0685 bexB - BexB [Haemophilus influenzae 1007] (VF0043)
VFG0686	VFG0686 bexC - BexC [Haemophilus influenzae 1007] (VF0043)
VFG0687	VFG0687 bexD - BexD [Haemophilus influenzae 1007] (VF0043)
VFG0688	VFG0688 bsc1 - bifunctional; ribulose 5-phosphate reductase; CDP-ribitol pyrophosphorylase [Haemophilus influenzae 1007] (VF0043)
VFG0689	VFG0689 bsc2 - Bsc2 [Haemophilus influenzae 1007] (VF0043)
VFG0690	VFG0690 bsc3 - Bsc3 [Haemophilus influenzae 1007] (VF0043)
VFG0691	VFG0691 bsc4 - Bsc4 [Haemophilus influenzae 1007] (VF0043)
VFG0692	VFG0692 hcsA - HscA [Haemophilus influenzae 1007] (VF0043)
VFG0693	VFG0693 hcsB - HscB [Haemophilus influenzae 1007] (VF0043)
VFG0694	VFG0694 orf3 - Orf3 [Haemophilus influenzae 1007] (VF0043)
VFG0695	VFG0695 IS1016-V2 - Unknown [Haemophilus influenzae 1007] (VF0043)
VFG0696	VFG0696 bexA - ATP-dependent polysaccharide export protein [Haemophilus influenzae 1007] (VF0043)
VFG0697	VFG0697 bexB - BexB [Haemophilus influenzae 1007] (VF0043)
VFG0698	VFG0698 bexC - BexC [Haemophilus influenzae 1007] (VF0043)
VFG0699	VFG0699 bexD - BexD [Haemophilus influenzae 1007] (VF0043)
VFG0700	VFG0700 bsc1 - bifunctional; ribulose 5-phosphate reductase; CDP-ribitol pyrophosphorylase [Haemophilus influenzae 1007] (VF0043)
VFG0701	VFG0701 bsc2 - Bsc2 [Haemophilus influenzae 1007] (VF0043)
VFG0702	VFG0702 bsc3 - Bsc3 [Haemophilus influenzae 1007] (VF0043)
VFG0703	VFG0703 bsc4 - Bsc4 [Haemophilus influenzae 1007] (VF0043)
VFG0704	VFG0704 hscA - HscA [Haemophilus influenzae 1007] (VF0043)
VFG0705	VFG0705 hscB - HscB [Haemophilus influenzae 1007] (VF0043)
VFG0706	VFG0706 orf3 - Orf3 [Haemophilus influenzae 1007] (VF0043)
VFG0707	VFG0707 IS1016-V2 - Unknown [Haemophilus influenzae 1007] (VF0043)
VFG1144	VFG1144 hifA - pilin [Haemophilus influenzae AM30] (VF0036)
VFG1145	VFG1145 hifB - periplasmic chaperone [Haemophilus influenzae AM30] (VF0036)
VFG1146	VFG1146 hifC - membrane anchor [Haemophilus influenzae AM30] (VF0036)
VFG1147	VFG1147 hifD - minor structural protein [Haemophilus influenzae AM30] (VF0036)
VFG1148	VFG1148 hifE - tip adhesin [Haemophilus influenzae AM30] (VF0036)
VFG1149	VFG1149 hap - adhesion and penetration protein [Haemophilus influenzae N187] (VF0037)
VFG1150	VFG1150 hia - adhesin [Haemophilus influenzae 3179B] (VF0039)
VFG1151	VFG1151 hmw1A - adhesin [Haemophilus influenzae 12] (VF0038)
VFG1152	VFG1152 hmw1B - putative accessory processing protein [Haemophilus influenzae 12] (VF0038)
VFG1153	VFG1153 hmw1C - putative accessory processing protein [Haemophilus influenzae 12] (VF0038)
VFG1154	VFG1154 hmw2A - adhesin [Haemophilus influenzae 12] (VF0038)
VFG1155	VFG1155 hmw2B - putative accessory processing protein [Haemophilus influenzae 12] (VF0038)
VFG1156	VFG1156 hmw2C - putative accessory processing protein [Haemophilus influenzae 12] (VF0038)
VFG1157	VFG1157 hsf - Hsf [Haemophilus influenzae C54] (VF0039)
VFG0269	VFG0269 ureA - urease alpha subunit (ureA) (urea amidohydrolase) [Helicobacter pylori 26695] (VF0050)
VFG0270	VFG0270 ureB - urease beta subunit (urea amidohydrolase) (ureB) [Helicobacter pylori 26695] (VF0050)
VFG0271	VFG0271 ureI - urease accessory protein (ureI) [Helicobacter pylori 26695] (VF0050)
VFG0272	VFG0272 ureE - urease accessory protein (ureE) [Helicobacter pylori 26695] (VF0050)
VFG0273	VFG0273 ureF - urease accessory protein (ureF) [Helicobacter pylori 26695] (VF0050)
VFG0274	VFG0274 ureG - urease accessory protein (ureG) [Helicobacter pylori 26695] (VF0050)
VFG0275	VFG0275 ureH - urease accessory protein (ureH) [Helicobacter pylori 26695] (VF0050)
VFG0276	VFG0276 flaA - flagellin A (flaA) [Helicobacter pylori 26695] (VF0051)
VFG0277	VFG0277 flaB - flagellin B (flaB) [Helicobacter pylori 26695] (VF0051)
VFG0278	VFG0278 flgG - flagellar basal-body rod protein (flgG) [Helicobacter pylori 26695] (VF0051)
VFG0279	VFG0279 vacA - vacuolating cytotoxin [Helicobacter pylori 26695] (VF0058)
VFG0280	VFG0280 cag1 - cag pathogenicity island protein [Helicobacter pylori 26695] (VF0060)
VFG0282	VFG0282 cag3 - cag pathogenicity island protein [Helicobacter pylori 26695] (VF0060)
VFG0283	VFG0283 cag4 - cag pathogenicity island protein [Helicobacter pylori 26695] (VF0060)
VFG0284	VFG0284 cag5 (virD4) - cag pathogenicity island protein, DNA transfer protein [Helicobacter pylori 26695] (VF0060)
VFG0285	VFG0285 virB11 - virB11 homolog [Helicobacter pylori 26695] (VF0060)
VFG0286	VFG0286 cag6 - cag pathogenicity island protein (cag6) [Helicobacter pylori 26695] (VF0060)
VFG0287	VFG0287 cag7 - cag pathogenicity island protein (cag7) [Helicobacter pylori 26695] (VF0060)
VFG0288	VFG0288 cag8 - cag pathogenicity island protein (cag8) [Helicobacter pylori 26695] (VF0060)
VFG0289	VFG0289 cag9 - cag pathogenicity island protein (cag9) [Helicobacter pylori 26695] (VF0060)
VFG0290	VFG0290 cag10 - cag pathogenicity island protein (cag10) [Helicobacter pylori 26695] (VF0060)
VFG0291	VFG0291 cag11 - cag pathogenicity island protein (cag11) [Helicobacter pylori 26695] (VF0060)
VFG0292	VFG0292 cag12 - cag pathogenicity island protein (cag12) [Helicobacter pylori 26695] (VF0060)
VFG0293	VFG0293 cag13 - cag pathogenicity island protein (cag13) [Helicobacter pylori 26695] (VF0060)
VFG0294	VFG0294 cag14 - cag pathogenicity island protein (cag14) [Helicobacter pylori 26695] (VF0060)
VFG0295	VFG0295 cag15 - cag pathogenicity island protein (cag15) [Helicobacter pylori 26695] (VF0060)
VFG0296	VFG0296 cag16 - cag pathogenicity island protein (cag16) [Helicobacter pylori 26695] (VF0060)
VFG0297	VFG0297 cag17 - cag pathogenicity island protein (cag17) [Helicobacter pylori 26695] (VF0060)
VFG0298	VFG0298 cag18/cagL - cag pathogenicity island protein (cag18) [Helicobacter pylori 26695] (VF0060)
VFG0299	VFG0299 cag19 - cag pathogenicity island protein (cag19) [Helicobacter pylori 26695] (VF0060)
VFG0300	VFG0300 cag20 - cag pathogenicity island protein (cag20) [Helicobacter pylori 26695] (VF0060)
VFG0301	VFG0301 cag21 - cag pathogenicity island protein (cag21) [Helicobacter pylori 26695] (VF0060)
VFG0302	VFG0302 cag22 - cag pathogenicity island protein (cag22) [Helicobacter pylori 26695] (VF0060)
VFG0303	VFG0303 cag23 (cagE/picB) - cag pathogenicity island protein, Agrobacterium VirB4 homolog [Helicobacter pylori 26695] (VF0060)
VFG0304	VFG0304 cag24 - cag pathogenicity island protein (cag24) [Helicobacter pylori 26695] (VF0060)
VFG0305	VFG0305 cag25 - cag pathogenicity island protein (cag25) [Helicobacter pylori 26695] (VF0060)
VFG0306	VFG0306 cagA - cag island protein, cytotoxicity associated immunodominant antigen [Helicobacter pylori 26695] (VF0059)
VFG0307	VFG0307 napA - neutrophil activating protein (napA) (bacterioferritin) [Helicobacter pylori 26695] (VF0052)
VFG0308	VFG0308 fucU - alpha (1,3)-fucosyltransferase [Helicobacter pylori 26695] (VF0057)
VFG0309	VFG0309 fucT - alpha (1,3)-fucosyltransferase [Helicobacter pylori 26695] (VF0057)
VFG0310	VFG0310 neuA - CMP-N-acetylneuraminic acid synthetase (neuA) [Helicobacter pylori 26695] (VF0057)
VFG0311	VFG0311 neuB - sialic acid synthase [Helicobacter pylori 26695] (VF0057)
VFG0312	VFG0312 sabA - outer membrane protein - adhesin [Helicobacter pylori 26695] (VF0055)
VFG0313	VFG0313 gluP - glucose/galactose transporter (gluP) [Helicobacter pylori 26695] (VF0056)
VFG0314	VFG0314 gluE - UDP-glucose 4-epimerase [Helicobacter pylori 26695] (VF0056)
VFG0315	VFG0315 rfbM - mannose-6-phosphate isomerase [Helicobacter pylori 26695] (VF0056)
VFG0316	VFG0316 rfaC - lipopolysaccharide heptosyltransferase-1 (rfaC) [Helicobacter pylori 26695] (VF0056)
VFG0317	VFG0317 rfaJ - lipopolysaccharide 1,2-glucosyltransferase (rfaJ) [Helicobacter pylori 26695] (VF0056)
VFG0318	VFG0318 rfaJ - lipopolysaccharide 1,2-glucosyltransferase (rfaJ) [Helicobacter pylori 26695] (VF0056)
VFG0319	VFG0319 wbpB - lipopolysaccharide biosynthesis protein (wbpB) [Helicobacter pylori 26695] (VF0056)
VFG0320	VFG0320 kdtB - lipopolysaccharide core biosynthesis protein (kdtB) [Helicobacter pylori 26695] (VF0056)
VFG0321	VFG0321 rfbD - GDP-D-mannose dehydratase (rfbD) [Helicobacter pylori 26695] (VF0056)
VFG0322	VFG0322 wbcJ - GDP fucose synthase [Helicobacter pylori 26695] (VF0056)
VFG0323	VFG0323 lpxB - lipid A disaccharide synthetase (lpxB) [Helicobacter pylori 26695] (VF0056)
VFG0324	VFG0324 babA - outer membrane protein - adhesin [Helicobacter pylori J99] (VF0053)
VFG0325	VFG0325 babB - outer membrane protein - adhesin [Helicobacter pylori J99] (VF0053)
VFG1142	VFG1142 hopZ - outer membrane protein [Helicobacter pylori 26695] (VF0054)
